epoch,loss,lr,mean_iou,val_loss,val_mean_iou
77,0.8803974080085755,1e-06,0.876602363506953,1.0184058547019958,0.8767146301269532
78,0.8814087638060252,1e-06,0.8768228750030199,1.0170002925395965,0.8769311881065369
79,0.8821051141619682,1e-06,0.8770374746521314,1.0179784631729125,0.8771435618400574
80,0.8835378723144531,1e-06,0.8772463360826175,1.0135028851032257,0.8773478627204895
81,0.881767288684845,1e-06,0.8774503294030825,1.0235739409923554,0.8775511932373047
82,0.8819697752197584,1e-06,0.8776496137976646,1.0175544691085816,0.877747073173523
83,0.8822566959460576,1e-06,0.8778444684346517,1.0179016447067262,0.8779384160041809
84,0.8807789881626765,1e-06,0.8780329767664273,1.0213088393211365,0.8781291151046753
85,0.8805992583831151,1e-06,0.8782220730781555,1.0204700970649718,0.8783138704299926
86,0.8822455013990402,1e-06,0.8784038278063139,1.0221118533611298,0.8784925103187561
87,0.8799926937818527,1e-06,0.8785802697141966,1.0199561262130736,0.8786694860458374
88,0.881190900862217,1e-06,0.8787559951941172,1.0187661910057069,0.8788415145874023
89,0.8799877249399821,1e-06,0.8789260144631068,1.0179124069213867,0.8790101480484008
90,0.8802557940085729,1e-06,0.8790922798514366,1.016765661239624,0.8791749954223633
91,0.8804424478610356,1e-06,0.8792574219306311,1.0173204863071441,0.8793378067016602
92,0.8795743073225022,1e-06,0.8794184110562007,1.0183003544807434,0.8794966769218445
93,0.8799896945953369,1e-06,0.8795745892524719,1.0138028955459595,0.8796532177925109
94,0.8806175081332525,1e-06,0.8797308946847916,1.0145608651638032,0.8798059701919556
95,0.8808759414752324,1e-06,0.8798815261920293,1.015887689590454,0.8799549436569214
96,0.8808737121423086,1e-06,0.8800288911660512,1.0175895369052887,0.880102002620697
97,0.8797804060578346,1e-06,0.8801724569002787,1.0228206813335419,0.8802453231811523
98,0.8790037387808164,1e-06,0.8803154499729474,1.0220676958560944,0.8803874516487121
99,0.8790773142576218,1e-06,0.8804563488165538,1.017676330804825,0.8805258774757385
